0.0,1990.0,18.0,0.1129,0.1127,0.2025857,0.1730857,12.18,297.505714286,297.721428571,292.771428571,299.7,296.1,31.5,73.9328571429,12.18,14.2714285714,2.62857142857,25.5857142857,6.81428571429,29.4,20.0,17.8
0.0,1990.0,19.0,0.1743,0.1370833,0.1590857,0.1612833,19.92,298.301428571,298.35,293.83,300.7,296.6,18.52,77.5557142857,19.92,15.2585714286,2.35714285714,26.7857142857,6.35714285714,31.7,22.2,9.9
0.0,1990.0,20.0,0.02275,0.1623333,0.1590857,0.1730857,35.82,298.837142857,298.914285714,295.52,300.3,297.1,26.0,82.2128571429,35.82,16.9771428571,2.24285714286,26.7857142857,6.58571428571,32.2,22.8,43.2
0.0,1990.0,21.0,0.1409,0.2494,0.2302,0.2274143,12.18,298.837142857,299.192857143,295.192857143,301.6,297.1,14.4,80.0071428571,12.18,16.6271428571,2.48571428571,27.5857142857,6.81428571429,33.3,23.3,3.8
0.0,1990.0,22.0,0.2065143,0.2494,0.2503571,0.2474571,5.6,299.518571429,299.75,295.871428571,302.0,297.6,11.0,80.0071428571,5.6,17.3228571429,3.04285714286,29.0,9.725,34.6,23.9,6.7
0.0,1990.0,23.0,0.1409,0.1623333,0.2503571,0.1850714,12.18,299.518571429,299.75,295.871428571,302.4,298.0,26.0,80.0071428571,12.18,17.3228571429,2.1,28.1714285714,7.0,34.2,23.9,43.2
0.0,1990.0,24.0,0.1129,0.091675,0.2025857,0.21125,5.6,299.197142857,299.192857143,295.871428571,301.1,297.6,36.9,82.2128571429,5.6,17.3228571429,2.1,27.35,6.81428571429,32.2,23.3,27.5
0.0,1990.0,25.0,0.06925,0.07343333,0.1447,0.1343571,133.47,299.518571429,299.492857143,296.484285714,300.7,298.3,31.5,83.7628571429,133.47,17.9942857143,1.35714285714,28.3857142857,7.54285714286,33.9,22.8,22.1
0.0,1990.0,26.0,0.094,0.1370833,0.1269143,0.1181333,19.92,299.518571429,299.492857143,296.301428571,302.0,297.6,36.9,82.2128571429,19.92,17.8,1.94285714286,28.3857142857,7.25714285714,33.9,22.8,22.1
0.0,1990.0,27.0,0.1129,0.1127,0.1590857,0.1985143,12.18,300.117142857,300.221428571,296.657142857,302.4,298.6,26.0,81.0528571429,12.18,17.9942857143,1.94285714286,28.3857142857,6.58571428571,33.9,24.4,1.3
0.0,1990.0,28.0,0.2065143,0.07343333,0.1939857,0.1482833,19.92,299.518571429,299.492857143,296.101428571,301.6,298.0,43.4,81.0528571429,19.92,17.3228571429,2.1,27.5857142857,7.25714285714,31.7,21.7,70.4
0.0,1990.0,29.0,0.2825714,0.2173571,0.2987143,0.2771,60.93,299.518571429,299.75,296.301428571,302.0,297.1,43.4,82.2128571429,60.93,17.8,2.35714285714,28.1714285714,6.81428571429,32.8,23.9,13.7
0.0,1990.0,30.0,0.1409,0.1623333,0.2302,0.21125,19.92,299.518571429,299.75,295.871428571,301.6,297.1,43.4,81.0528571429,19.92,17.3228571429,2.1,28.1714285714,6.35714285714,31.7,22.8,33.3
0.0,1990.0,31.0,0.094,0.2494,0.3503429,0.3801167,35.82,299.852857143,299.985714286,296.101428571,302.8,298.3,36.9,81.0528571429,35.82,17.5614285714,2.62857142857,28.1714285714,7.95714285714,34.2,22.8,33.3
0.0,1990.0,32.0,0.1743,0.07343333,0.1590857,0.1343571,27.7,300.512857143,300.521428571,296.484285714,302.4,298.6,18.52,80.0071428571,27.7,17.9942857143,2.35714285714,28.1714285714,7.54285714286,33.3,23.3,9.9
0.0,1990.0,33.0,0.1129,0.1370833,0.2025857,0.1730857,97.46,299.852857143,299.985714286,296.882857143,302.8,298.6,86.1,83.7628571429,97.46,18.4471428571,1.94285714286,27.98,6.58571428571,32.8,22.8,43.2
0.0,1990.0,34.0,0.1743,0.1623333,0.1714286,0.1730857,35.82,300.512857143,300.521428571,296.657142857,302.4,298.0,26.0,81.0528571429,35.82,18.21,2.48571428571,28.3857142857,7.0,33.3,23.3,6.7
0.0,1990.0,35.0,0.24095,0.3472571,0.2683714,0.2771,43.24,300.117142857,300.221428571,296.882857143,302.0,298.6,36.9,83.7628571429,43.24,18.4471428571,1.94285714286,28.6142857143,6.58571428571,32.2,24.4,13.7
0.0,1990.0,36.0,0.24095,0.1892571,0.2987143,0.2274143,27.7,300.512857143,300.521428571,296.101428571,304.4,298.0,31.5,77.5557142857,27.7,17.5614285714,3.55714285714,28.3857142857,7.54285714286,32.8,23.3,13.7
0.0,1990.0,37.0,0.1409,0.4544286,0.1269143,0.1482833,60.93,300.512857143,300.785714286,297.211428571,302.8,299.0,26.0,81.0528571429,60.93,18.8471428571,2.78571428571,28.6142857143,7.95714285714,33.9,24.4,27.5
0.0,1990.0,38.0,0.2065143,0.1892571,0.2503571,0.3158571,133.47,299.852857143,299.985714286,296.484285714,301.6,298.6,36.9,82.2128571429,133.47,17.8,1.94285714286,28.1714285714,7.95714285714,32.8,23.9,3.8
0.0,1990.0,39.0,0.1129,0.2494,0.2025857,0.2474571,51.3,300.512857143,300.521428571,296.101428571,302.4,299.0,14.4,77.5557142857,51.3,17.5614285714,2.24285714286,28.3857142857,7.54285714286,32.8,24.4,17.8
0.0,1990.0,40.0,0.24095,0.1892571,0.2152556,0.1985143,27.7,300.961428571,300.785714286,296.657142857,303.2,299.0,36.9,78.4828571429,27.7,18.21,2.78571428571,28.6142857143,7.95714285714,33.3,23.9,9.9
0.0,1990.0,41.0,0.1743,0.07343333,0.1817714,0.1612833,51.3,299.852857143,299.985714286,296.882857143,301.6,298.0,135.4,83.7628571429,51.3,18.4471428571,2.62857142857,28.6142857143,7.25714285714,33.3,24.4,55.1
